Rank	Word	Count	Frequency
276	dark	25	0.000486
277	will	24	0.000467
278	great	24	0.000467
279	started	24	0.000467
280	rather	24	0.000467
281	money	24	0.000467
282	between	24	0.000467
283	“It	24	0.000467
284	“No	24	0.000467
285	anything	24	0.000467
286	demanded	24	0.000467
287	set	24	0.000467
288	hear	24	0.000467
289	let	24	0.000467
290	steps	24	0.000467
291	Wolfshiem	24	0.000467
292	felt	23	0.000448
293	sort	23	0.000448
294	everything	23	0.000448
295	such	23	0.000448
296	walked	23	0.000448
297	“The	23	0.000448
298	word	23	0.000448
299	broke	23	0.000448
300	“He	23	0.000448
301	feet	23	0.000448
302	o’clock	23	0.000448
303	course	23	0.000448
304	gone	23	0.000448
305	terms	22	0.000428
306	days	22	0.000428
307	lawn	22	0.000428
308	garden	22	0.000428
309	“I’ve	22	0.000428
310	how	22	0.000428
311	love	22	0.000428
312	Nick	22	0.000428
313	After	22	0.000428
314	yellow	22	0.000428
315	hair	22	0.000428
316	wife	22	0.000428
317	Myrtle	22	0.000428
318	married	22	0.000428
319	E	22	0.000428
320	give	21	0.000409
321	East	21	0.000409
322	road	21	0.000409
323	open	21	0.000409
324	blue	21	0.000409
325	beside	21	0.000409
326	met	21	0.000409
327	wouldn’t	21	0.000409
328	hadn’t	21	0.000409
329	Michaelis	21	0.000409
330	Foundation	21	0.000409
331	may	20	0.000389
332	end	20	0.000389
333	woman	20	0.000389
334	stopped	20	0.000389
335	among	20	0.000389
336	Chicago	20	0.000389
337	windows	20	0.000389
338	Buchanan	20	0.000389
339	place	20	0.000389
340	I’ll	20	0.000389
341	’	20	0.000389
342	put	20	0.000389
343	used	20	0.000389
344	rose	20	0.000389
345	drive	20	0.000389
346	girls	20	0.000389
347	This	19	0.000370
348	has	19	0.000370
349	matter	19	0.000370
350	heart	19	0.000370
351	business	19	0.000370
352	year	19	0.000370
353	town	19	0.000370
354	idea	19	0.000370
355	summer	19	0.000370
356	body	19	0.000370
357	telephone	19	0.000370
358	trying	19	0.000370
359	“I’ll	19	0.000370
360	good	19	0.000370
361	ago	19	0.000370
362	party	19	0.000370
363	tried	19	0.000370
364	hot	19	0.000370
365	agreement	19	0.000370
366	loved	19	0.000370
367	copyright	19	0.000370
368	copy	18	0.000350
369	itself	18	0.000350
370	dozen	18	0.000350
371	window	18	0.000350
372	brought	18	0.000350
373	happened	18	0.000350
374	ought	18	0.000350
375	God	18	0.000350
376	“Don’t	18	0.000350
377	mean	18	0.000350
378	fact	18	0.000350
379	passed	18	0.000350
380	sound	18	0.000350
381	far	18	0.000350
382	better	18	0.000350
383	So	18	0.000350
384	behind	18	0.000350
385	use	17	0.000331
386	almost	17	0.000331
387	I’ve	17	0.000331
388	remember	17	0.000331
389	opened	17	0.000331
390	person	17	0.000331
391	hard	17	0.000331
392	it’s	17	0.000331
393	find	17	0.000331
394	city	17	0.000331
395	sent	17	0.000331
396	office	17	0.000331
397	evening	17	0.000331
398	same	17	0.000331
399	inside	17	0.000331
400	outside	17	0.000331
401	slowly	17	0.000331
402	whole	17	0.000331
403	answered	17	0.000331
404	big	17	0.000331
405	chair	17	0.000331
406	For	17	0.000331
407	fell	17	0.000331
408	“She	17	0.000331
409	shook	17	0.000331
410	friend	17	0.000331
411	call	17	0.000331
412	rain	17	0.000331
413	“And	17	0.000331
414	myself	17	0.000331
415	high	16	0.000311
416	many	16	0.000311
417	am	16	0.000311
418	talked	16	0.000311
419	bed	16	0.000311
420	arrived	16	0.000311
421	“How	16	0.000311
422	bought	16	0.000311
423	Island	16	0.000311
424	except	16	0.000311
425	believe	16	0.000311
426	bright	16	0.000311
427	porch	16	0.000311
428	That	16	0.000311
429	nodded	16	0.000311
430	live	16	0.000311
431	insisted	16	0.000311
432	butler	16	0.000311
433	“That’s	16	0.000311
434	why	16	0.000311
435	“Yes	16	0.000311
436	well	16	0.000311
437	waited	16	0.000311
438	he’s	16	0.000311
439	“Come	16	0.000311
440	times	16	0.000311
441	anyone	15	0.000292
442	United	15	0.000292
443	States	15	0.000292
444	being	15	0.000292
445	certain	15	0.000292
446	drove	15	0.000292
447	enough	15	0.000292
448	reached	15	0.000292
449	standing	15	0.000292
450	leaned	15	0.000292
451	laughed	15	0.000292
452	quickly	15	0.000292
453	“Do	15	0.000292
454	“I’d	15	0.000292
455	grey	15	0.000292
456	“Why	15	0.000292
457	sitting	15	0.000292
458	getting	15	0.000292
459	expression	15	0.000292
460	effort	15	0.000292
461	close	15	0.000292
462	words	15	0.000292
463	“This	15	0.000292
464	immediately	15	0.000292
465	dress	15	0.000292
466	several	15	0.000292
467	followed	15	0.000292
468	sure	15	0.000292
469	won’t	15	0.000292
470	green	15	0.000292
471	already	15	0.000292
472	train	15	0.000292
473	dog	15	0.000292
474	McKee	15	0.000292
475	that’s	15	0.000292
476	stared	15	0.000292
477	understand	15	0.000292
478	“You’re	15	0.000292
479	F	14	0.000272
480	least	14	0.000272
481	suggested	14	0.000272
482	care	14	0.000272
483	book	14	0.000272
484	longer	14	0.000272
485	isn’t	14	0.000272
486	husband	14	0.000272
487	mouth	14	0.000272
488	coat	14	0.000272
489	minutes	14	0.000272
490	arm	14	0.000272
491	pale	14	0.000272
492	short	14	0.000272
493	floor	14	0.000272
494	held	14	0.000272
495	ask	14	0.000272
496	“Who	14	0.000272
497	“Look	14	0.000272
498	cool	14	0.000272
499	hundred	14	0.000272
500	speak	14	0.000272
501	glanced	14	0.000272
502	pretty	14	0.000272
503	explained	14	0.000272
504	stop	14	0.000272
505	week	14	0.000272
506	doesn’t	14	0.000272
507	cold	14	0.000272
508	Wilson’s	14	0.000272
509	Catherine	14	0.000272
510	policeman	14	0.000272
511	past	14	0.000272
512	hall	14	0.000272
513	you’re	14	0.000272
514	heat	14	0.000272
515	family	13	0.000253
516	ran	13	0.000253
517	pulled	13	0.000253
518	Long	13	0.000253
519	both	13	0.000253
520	sight	13	0.000253
521	forward	13	0.000253
522	shoulder	13	0.000253
523	deep	13	0.000253
524	wind	13	0.000253
525	women	13	0.000253
526	whispered	13	0.000253
527	cars	13	0.000253
528	“She’s	13	0.000253
529	somebody	13	0.000253
530	leaving	13	0.000253
531	continued	13	0.000253
532	tomorrow	13	0.000253
533	One	13	0.000253
534	George	13	0.000253
535	suit	13	0.000253
536	“That	13	0.000253
537	lay	13	0.000253
538	late	13	0.000253
539	lunch	13	0.000253
540	Oxford	13	0.000253
541	part	13	0.000253
542	trademark	13	0.000253
543	Literary	13	0.000253
544	Archive	13	0.000253
545	since	12	0.000234
546	haven’t	12	0.000234
547	curious	12	0.000234
548	forever	12	0.000234
549	faces	12	0.000234
550	trees	12	0.000234
551	read	12	0.000234
552	Sound	12	0.000234
553	less	12	0.000234
554	pool	12	0.000234
555	he’d	12	0.000234
556	run	12	0.000234
557	added	12	0.000234
558	grass	12	0.000234
559	raised	12	0.000234
560	surprised	12	0.000234
561	remarked	12	0.000234
562	drink	12	0.000234
563	somewhere	12	0.000234
564	“We	12	0.000234
565	hurried	12	0.000234
566	talk	12	0.000234
567	What	12	0.000234
568	Tom’s	12	0.000234
569	suppose	12	0.000234
570	boy	12	0.000234
571	arms	12	0.000234
572	“Did	12	0.000234
573	“But	12	0.000234
574	smiled	12	0.000234
575	sister	12	0.000234
576	With	12	0.000234
577	laughter	12	0.000234
578	keep	12	0.000234
579	coupé	12	0.000234
580	perhaps	12	0.000234
581	dead	12	0.000234
582	wait	12	0.000234
583	donations	12	0.000234
584	laws	11	0.000214
585	mind	11	0.000214
586	quality	11	0.000214
587	wet	11	0.000214
588	My	11	0.000214
589	known	11	0.000214
590	warm	11	0.000214
591	should	11	0.000214
592	enormous	11	0.000214
593	story	11	0.000214
594	lived	11	0.000214
595	really	11	0.000214
596	dinner	11	0.000214
597	second	11	0.000214
598	war	11	0.000214
599	nice	11	0.000214
600	including	11	0.000214
601	either	11	0.000214
602	couch	11	0.000214
603	picture	11	0.000214
604	black	11	0.000214
605	doing	11	0.000214
606	beyond	11	0.000214
607	mine	11	0.000214
608	nose	11	0.000214
609	silver	11	0.000214
610	bad	11	0.000214
611	repeated	11	0.000214
612	glad	11	0.000214
613	play	11	0.000214
614	rest	11	0.000214
615	sit	11	0.000214
616	leave	11	0.000214
617	large	11	0.000214
618	Just	11	0.000214
619	change	11	0.000214
620	crazy	11	0.000214
621	forth	11	0.000214
622	kept	11	0.000214
623	saying	11	0.000214
624	lost	11	0.000214
625	voices	11	0.000214
626	On	11	0.000214
627	parties	11	0.000214
628	lights	11	0.000214
629	Jay	11	0.000214
630	killed	11	0.000214
631	S	11	0.000214
632	Cody	11	0.000214
633	3	11	0.000214
634	License	10	0.000195
635	OF	10	0.000195
636	move	10	0.000195
637	feel	10	0.000195
638	wild	10	0.000195
639	forget	10	0.000195
640	romantic	10	0.000195
641	single	10	0.000195
642	agreed	10	0.000195
643	physical	10	0.000195
644	whom	10	0.000195
645	making	10	0.000195
646	wall	10	0.000195
647	having	10	0.000195
648	coming	10	0.000195
649	lips	10	0.000195
650	low	10	0.000195
651	kind	10	0.000195
652	lovely	10	0.000195
653	there’s	10	0.000195
654	asleep	10	0.000195
655	glass	10	0.000195
656	fingers	10	0.000195
657	“All	10	0.000195
658	rang	10	0.000195
659	within	10	0.000195
660	faintly	10	0.000195
661	spoke	10	0.000195
662	library	10	0.000195
663	Well	10	0.000195
664	anyhow	10	0.000195
665	trembling	10	0.000195
666	question	10	0.000195
667	real	10	0.000195
668	talking	10	0.000195
669	someone	10	0.000195
670	remembered	10	0.000195
671	funny	10	0.000195
672	conversation	10	0.000195
673	wants	10	0.000195
674	phone	10	0.000195
675	happen	10	0.000195
676	“What’s	10	0.000195
677	lot	10	0.000195
678	help	10	0.000195
679	Sloane	10	0.000195
680	sick	10	0.000195
681	access	10	0.000195
682	paragraph	10	0.000195
683	eBook	9	0.000175
684	included	9	0.000175
685	www	9	0.000175
686	gutenberg	9	0.000175
687	org	9	0.000175
688	country	9	0.000175
689	you’ve	9	0.000175
690	sleep	9	0.000175
691	afraid	9	0.000175
692	dust	9	0.000175
693	line	9	0.000175
694	All	9	0.000175
695	finally	9	0.000175
696	rooms	9	0.000175
697	fine	9	0.000175
698	wonder	9	0.000175
699	To	9	0.000175
700	breath	9	0.000175
701	broken	9	0.000175
702	thirty	9	0.000175
703	touch	9	0.000175
704	shadow	9	0.000175
705	does	9	0.000175
706	corner	9	0.000175
707	slightly	9	0.000175
708	laugh	9	0.000175
709	murmur	9	0.000175
710	complete	9	0.000175
711	ear	9	0.000175
712	occurred	9	0.000175
713	weeks	9	0.000175
714	watch	9	0.000175
715	answer	9	0.000175
716	That’s	9	0.000175
717	accepted	9	0.000175
718	taken	9	0.000175
719	sun	9	0.000175
720	Do	9	0.000175
721	“If	9	0.000175
722	twilight	9	0.000175
723	feeling	9	0.000175
724	true	9	0.000175
725	hesitated	9	0.000175
726	forgotten	9	0.000175
727	silence	9	0.000175
728	child	9	0.000175
729	Doctor	9	0.000175
730	meet	9	0.000175
731	walking	9	0.000175
732	eagerly	9	0.000175
733	drew	9	0.000175
734	turn	9	0.000175
735	drunk	9	0.000175
736	became	9	0.000175
737	kitchen	9	0.000175
738	named	9	0.000175
739	start	9	0.000175
740	exclaimed	9	0.000175
741	sky	9	0.000175
742	By	9	0.000175
743	upstairs	9	0.000175
744	aware	9	0.000175
745	moon	9	0.000175
746	trouble	9	0.000175
747	“and	9	0.000175
748	whose	9	0.000175
749	wire	9	0.000175
750	pause	9	0.000175
751	stayed	9	0.000175
752	driving	9	0.000175
753	crowd	9	0.000175
754	free	9	0.000175
755	church	9	0.000175
756	tea	9	0.000175
757	eat	9	0.000175
758	presence	9	0.000175
759	following	9	0.000175
760	unfamiliar	9	0.000175
761	Most	8	0.000156
762	THE	8	0.000156
763	Once	8	0.000156
764	turning	8	0.000156
765	hope	8	0.000156
766	point	8	0.000156
767	closed	8	0.000156
768	water	8	0.000156
769	particular	8	0.000156
770	shape	8	0.000156
771	thin	8	0.000156
772	rich	8	0.000156
773	beach	8	0.000156
774	impression	8	0.000156
775	politely	8	0.000156
776	caught	8	0.000156
777	died	8	0.000156
778	quite	8	0.000156
779	given	8	0.000156
780	done	8	0.000156
781	gay	8	0.000156
782	moving	8	0.000156
783	terrible	8	0.000156
784	It’s	8	0.000156
785	beat	8	0.000156
786	pushed	8	0.000156
787	“Is	8	0.000156
788	subject	8	0.000156
789	everyone	8	0.000156
790	yet	8	0.000156
791	silent	8	0.000156
792	you’ll	8	0.000156
793	“Of	8	0.000156
794	often	8	0.000156
795	poor	8	0.000156
796	opening	8	0.000156
797	confused	8	0.000156
798	darkness	8	0.000156
799	taking	8	0.000156
800	Street	8	0.000156
801	dim	8	0.000156
802	station	8	0.000156
803	lady	8	0.000156
804	Some	8	0.000156
805	buy	8	0.000156
806	crowded	8	0.000156
807	copies	8	0.000156
808	names	8	0.000156
809	sometimes	8	0.000156
810	smile	8	0.000156
811	try	8	0.000156
812	stand	8	0.000156
813	taxi	8	0.000156
814	hardly	8	0.000156
815	Suddenly	8	0.000156
816	associated	8	0.000156
817	chauffeur	8	0.000156
818	foot	8	0.000156
819	“but	8	0.000156
820	Jordan’s	8	0.000156
821	during	8	0.000156
822	June	8	0.000156
823	calling	8	0.000156
824	“Please	8	0.000156
825	we’d	8	0.000156
826	faint	8	0.000156
827	paid	8	0.000156
828	phrase	8	0.000156
829	No	8	0.000156
830	thick	8	0.000156
831	Dan	8	0.000156
832	Gatz	8	0.000156
833	future	8	0.000156
834	fee	8	0.000156
835	refund	8	0.000156
836	located	7	0.000136
837	gold	7	0.000136
838	father	7	0.000136
839	secret	7	0.000136
840	realized	7	0.000136
841	human	7	0.000136
842	ten	7	0.000136
843	dreams	7	0.000136
844	edge	7	0.000136
845	wide	7	0.000136
846	month	7	0.000136
847	leaves	7	0.000136
848	familiar	7	0.000136
849	books	7	0.000136
850	solemn	7	0.000136
851	bay	7	0.000136
852	overhead	7	0.000136
853	fifty	7	0.000136
854	played	7	0.000136
855	reach	7	0.000136
856	friends	7	0.000136
857	scarcely	7	0.000136
858	cheerful	7	0.000136
859	clothes	7	0.000136
860	changed	7	0.000136
861	fresh	7	0.000136
862	blew	7	0.000136
863	object	7	0.000136
864	sad	7	0.000136
865	excitement	7	0.000136
866	wheel	7	0.000136
867	fool	7	0.000136
868	else	7	0.000136
869	host	7	0.000136
870	sharply	7	0.000136
871	remark	7	0.000136
872	impatiently	7	0.000136
873	interrupted	7	0.000136
874	faded	7	0.000136
875	whereupon	7	0.000136
876	threw	7	0.000136
877	glance	7	0.000136
878	thinking	7	0.000136
879	police	7	0.000136
880	show	7	0.000136
881	best	7	0.000136
882	beautiful	7	0.000136
883	“Good	7	0.000136
884	Carraway	7	0.000136
885	engaged	7	0.000136
886	fantastic	7	0.000136
887	houses	7	0.000136
888	above	7	0.000136
889	waiting	7	0.000136
890	scene	7	0.000136
891	jumped	7	0.000136
892	soft	7	0.000136
893	lower	7	0.000136
894	brown	7	0.000136
895	urged	7	0.000136
896	disappeared	7	0.000136
897	below	7	0.000136
898	information	7	0.000136
899	letter	7	0.000136
900	excited	7	0.000136
901	champagne	7	0.000136
902	guests	7	0.000136
903	form	7	0.000136
904	sharp	7	0.000136
905	invited	7	0.000136
906	number	7	0.000136
907	anybody	7	0.000136
908	holding	7	0.000136
909	near	7	0.000136
910	believed	7	0.000136
911	yourself	7	0.000136
912	“He’s	7	0.000136
913	says	7	0.000136
914	goodbye	7	0.000136
915	driver	7	0.000136
916	dropped	7	0.000136
917	coffee	7	0.000136
918	order	7	0.000136
919	flowers	7	0.000136
920	months	7	0.000136
921	wrong	7	0.000136
922	noon	7	0.000136
923	“Not	7	0.000136
924	newspaper	7	0.000136
925	weren’t	7	0.000136
926	medium	7	0.000136
927	U	7	0.000136
928	law	7	0.000136
929	distributing	7	0.000136
930	eBooks	7	0.000136
931	agree	7	0.000136
932	Section	7	0.000136
933	provide	7	0.000136
934	using	6	0.000117
935	understood	6	0.000117
936	also	6	0.000117
937	attention	6	0.000117
938	thousand	6	0.000117
939	floated	6	0.000117
940	we’re	6	0.000117
941	today	6	0.000117
942	supposed	6	0.000117
943	support	6	0.000117
944	spring	6	0.000117
945	sounded	6	0.000117
946	muttered	6	0.000117
947	herself	6	0.000117
948	village	6	0.000117
949	casually	6	0.000117
950	beginning	6	0.000117
951	mint	6	0.000117
952	shining	6	0.000117
953	pair	6	0.000117
954	flat	6	0.000117
955	contact	6	0.000117
956	affair	6	0.000117
957	view	6	0.000117
958	dollars	6	0.000117
959	figure	6	0.000117
960	reason	6	0.000117
961	Now	6	0.000117
962	leaning	6	0.000117
963	strained	6	0.000117
964	abruptly	6	0.000117
965	bound	6	0.000117
966	curtains	6	0.000117
967	sea	6	0.000117
968	dresses	6	0.000117
969	fall	6	0.000117
970	obviously	6	0.000117
971	singing	6	0.000117
972	promise	6	0.000117
973	She’s	6	0.000117
974	rested	6	0.000117
975	stiff	6	0.000117
976	backward	6	0.000117
977	polite	6	0.000117
978	objected	6	0.000117
979	“In	6	0.000117
980	Sometimes	6	0.000117
981	pleasant	6	0.000117
982	nervous	6	0.000117
983	fellow	6	0.000117
984	till	6	0.000117
985	children	6	0.000117
986	street	6	0.000117
987	helped	6	0.000117
988	“Very	6	0.000117
989	vanished	6	0.000117
990	able	6	0.000117
991	interested	6	0.000117
992	returned	6	0.000117
993	movement	6	0.000117
994	apparently	6	0.000117
995	finding	6	0.000117
996	“They	6	0.000117
997	Louisville	6	0.000117
998	Of	6	0.000117
999	Something	6	0.000117
1000	loud	6	0.000117
1001	stretched	6	0.000117
1002	About	6	0.000117
1003	invisible	6	0.000117
1004	J	6	0.000117
1005	B	6	0.000117
1006	appeared	6	0.000117
1007	damp	6	0.000117
1008	beauty	6	0.000117
1009	colour	6	0.000117
1010	row	6	0.000117
1011	goes	6	0.000117
1012	apartment	6	0.000117
1013	They’re	6	0.000117
1014	living-room	6	0.000117
1015	bottle	6	0.000117
1016	whisky	6	0.000117
1017	drawn	6	0.000117
1018	wondered	6	0.000117
1019	mother	6	0.000117
1020	grew	6	0.000117
1021	“My	6	0.000117
1022	you’d	6	0.000117
1023	looks	6	0.000117
1024	ice	6	0.000117
1025	kissed	6	0.000117
1026	downstairs	6	0.000117
1027	mistake	6	0.000117
1028	man’s	6	0.000117
1029	present	6	0.000117
1030	casual	6	0.000117
1031	soon	6	0.000117
1032	nine	6	0.000117
1033	confusion	6	0.000117
1034	pardon	6	0.000117
1035	staring	6	0.000117
1036	servants	6	0.000117
1037	tree	6	0.000117
1038	orchestra	6	0.000117
1039	strange	6	0.000117
1040	early	6	0.000117
1041	golf	6	0.000117
1042	assured	6	0.000117
1043	“About	6	0.000117
1044	“A	6	0.000117
1045	request	6	0.000117
1046	song	6	0.000117
1047	filled	6	0.000117
1048	tears	6	0.000117
1049	suggestion	6	0.000117
1050	whatever	6	0.000117
1051	ghostly	6	0.000117
1052	accident	6	0.000117
1053	James	6	0.000117
1054	Klipspringer	6	0.000117
1055	discovered	6	0.000117
1056	shaking	6	0.000117
1057	six	6	0.000117
1058	Wolfshiem’s	6	0.000117
1059	beneath	6	0.000117
1060	Meyer	6	0.000117
1061	dance	6	0.000117
1062	circle	6	0.000117
1063	“There	6	0.000117
1064	hours	6	0.000117
1065	certainly	6	0.000117
1066	clock	6	0.000117
1067	shirts	6	0.000117
1068	pink	6	0.000117
1069	state	6	0.000117
1070	“Go	6	0.000117
1071	she’s	6	0.000117
1072	guessed	6	0.000117
1073	dream	6	0.000117
1074	step	6	0.000117
1075	further	6	0.000117
1076	Biloxi	6	0.000117
1077	neither	6	0.000117
1078	incessantly	6	0.000117
1079	gate	6	0.000117
1080	dawn	6	0.000117
1081	cannot	6	0.000117
1082	00	6	0.000117
1083	4	6	0.000117
1084	5	6	0.000117
1085	permission	6	0.000117
1086	license	6	0.000117
1087	charge	6	0.000117
1088	YOU	6	0.000117
1089	OR	6	0.000117
1090	distribution	6	0.000117
1091	comply	6	0.000117
1092	tax	6	0.000117
1093	check	5	0.000097
1094	hat	5	0.000097
1095	cry	5	0.000097
1096	we’ve	5	0.000097
1097	college	5	0.000097
1098	intimate	5	0.000097
1099	autumn	5	0.000097
1100	uniform	5	0.000097
1101	series	5	0.000097
1102	gorgeous	5	0.000097
1103	interest	5	0.000097
1104	Middle	5	0.000097
1105	enjoyed	5	0.000097
1106	restless	5	0.000097
1107	grave	5	0.000097
1108	movies	5	0.000097
1109	red	5	0.000097
1110	become	5	0.000097
1111	limited	5	0.000097
1112	chance	5	0.000097
1113	slender	5	0.000097
1114	interesting	5	0.000097
1115	marble	5	0.000097
1116	mansion	5	0.000097
1117	cousin	5	0.000097
1118	removed	5	0.000097
1119	afterward	5	0.000097
1120	polo	5	0.000097
1121	Lake	5	0.000097
1122	France	5	0.000097
1123	drifted	5	0.000097
1124	elaborate	5	0.000097
1125	expected	5	0.000097
1126	towards	5	0.000097
1127	mile	5	0.000097
1128	brick	5	0.000097
1129	glowing	5	0.000097
1130	top	5	0.000097
1131	husky	5	0.000097
1132	“Now	5	0.000097
1133	“We’ll	5	0.000097
1134	Almost	5	0.000097
1135	thrilling	5	0.000097
1136	“Listen	5	0.000097
1137	persistent	5	0.000097
1138	shore	5	0.000097
1139	stay	5	0.000097
1140	damned	5	0.000097
1141	Evidently	5	0.000097
1142	movements	5	0.000097
1143	lying	5	0.000097
1144	thanks	5	0.000097
1145	cocktails	5	0.000097
